image_id,file_name,question_en,answer,split,category,question_ur,question_roman
153524,COCO_val2014_000000153524.jpg,Is there a mouse in the image?,yes,adversarial,mouse,کیا تصویر میں کوئی چوہا ہے؟,Kya tasveer mein mouse hai?
153524,COCO_val2014_000000153524.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
153524,COCO_val2014_000000153524.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
153524,COCO_val2014_000000153524.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
155687,COCO_val2014_000000155687.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
155687,COCO_val2014_000000155687.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
155687,COCO_val2014_000000155687.jpg,Is there a handbag in the image?,yes,random,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
155687,COCO_val2014_000000155687.jpg,Is there a oven in the image?,no,random,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
155687,COCO_val2014_000000155687.jpg,Is there a orange in the image?,no,random,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
155687,COCO_val2014_000000155687.jpg,Is there a keyboard in the image?,no,random,keyboard,کیا تصویر میں کی بورڈ ہے؟,Kya tasveer mein keyboard hai?
155687,COCO_val2014_000000155687.jpg,Is there a handbag in the image?,yes,popular,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
155687,COCO_val2014_000000155687.jpg,Is there a umbrella in the image?,yes,popular,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
155687,COCO_val2014_000000155687.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
155687,COCO_val2014_000000155687.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
155687,COCO_val2014_000000155687.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
155687,COCO_val2014_000000155687.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
155687,COCO_val2014_000000155687.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
155687,COCO_val2014_000000155687.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
155687,COCO_val2014_000000155687.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
155687,COCO_val2014_000000155687.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
155687,COCO_val2014_000000155687.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
155687,COCO_val2014_000000155687.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,random,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟,Kya tasveer mein motorcycle hai?
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
65001,COCO_val2014_000000065001.jpg,Is there a sheep in the image?,no,random,sheep,کیا تصویر میں بھیڑ ہے؟,Kya tasveer mein bhed hai?
65001,COCO_val2014_000000065001.jpg,Is there a train in the image?,no,random,train,کیا تصویر میں ٹرین ہے؟,Kya tasveer mein train hai?
65001,COCO_val2014_000000065001.jpg,Is there a kite in the image?,no,random,kite,کیا تصویر میں پتنگ ہے؟,Kya tasveer mein patang hai?
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,popular,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟,Kya tasveer mein motorcycle hai?
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
65001,COCO_val2014_000000065001.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
65001,COCO_val2014_000000065001.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
65001,COCO_val2014_000000065001.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,adversarial,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟,Kya tasveer mein motorcycle hai?
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
65001,COCO_val2014_000000065001.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
65001,COCO_val2014_000000065001.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
65001,COCO_val2014_000000065001.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,random,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
428712,COCO_val2014_000000428712.jpg,Is there a tv in the image?,no,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
428712,COCO_val2014_000000428712.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
428712,COCO_val2014_000000428712.jpg,Is there a cow in the image?,no,random,cow,کیا تصویر میں گائے ہے؟,Kya tasveer mein gaay hai?
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,popular,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,popular,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
428712,COCO_val2014_000000428712.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
428712,COCO_val2014_000000428712.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
428712,COCO_val2014_000000428712.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,adversarial,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,adversarial,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,adversarial,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
428712,COCO_val2014_000000428712.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
428712,COCO_val2014_000000428712.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
428712,COCO_val2014_000000428712.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,random,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
131280,COCO_val2014_000000131280.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
131280,COCO_val2014_000000131280.jpg,Is there a pizza in the image?,no,random,pizza,کیا تصویر میں پیزا ہے؟,Kya tasveer mein pizza hai?
131280,COCO_val2014_000000131280.jpg,Is there a handbag in the image?,no,random,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
131280,COCO_val2014_000000131280.jpg,Is there a oven in the image?,no,random,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,popular,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
131280,COCO_val2014_000000131280.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
131280,COCO_val2014_000000131280.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
131280,COCO_val2014_000000131280.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
131280,COCO_val2014_000000131280.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,adversarial,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
131280,COCO_val2014_000000131280.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
131280,COCO_val2014_000000131280.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
131280,COCO_val2014_000000131280.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
131280,COCO_val2014_000000131280.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,random,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟,Kya tasveer mein surfboard hai?
375285,COCO_val2014_000000375285.jpg,Is there a hair drier in the image?,no,random,hair drier,کیا تصویر میں ہیئر ڈرائر ہے؟,Kya tasveer mein hair drier hai?
375285,COCO_val2014_000000375285.jpg,Is there a teddy bear in the image?,no,random,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟,Kya tasveer mein teddy bear hai?
375285,COCO_val2014_000000375285.jpg,Is there a remote in the image?,no,random,remote,کیا تصویر میں کوئی ریموٹ ہے؟,Kya tasveer mein remote hai?
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,popular,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,popular,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟,Kya tasveer mein surfboard hai?
375285,COCO_val2014_000000375285.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
375285,COCO_val2014_000000375285.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
375285,COCO_val2014_000000375285.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,adversarial,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,adversarial,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟,Kya tasveer mein surfboard hai?
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
375285,COCO_val2014_000000375285.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
375285,COCO_val2014_000000375285.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
375285,COCO_val2014_000000375285.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
403177,COCO_val2014_000000403177.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
